   No. ,   SiO2  ,   Na2O  ,   CaO   ,   K2O   ,   FeOt,   MgO   ,   Cr2O3 ,   TiO2  ,   MnO   ,   Al2O3 ,   P2O5  ,   NiO   ,  Total  
1,49.923,2.752,11.837,0.086,9.085,8.474,0.05,1.279,0.162,15.895,0.178,0.014,100.735
